2019,13495,-1,4017,0,1.0
2020,13999,-1,2000,0,1.0
2017,11499,-1,7208,0,1.2
2018,11999,-1,14058,0,1.0
2017,10399,-1,17833,0,1.2
2019,17999,0,5162,0,2.0
2019,15995,-1,230,0,1.0
2017,9299,-1,30715,1,1.4
2019,14695,0,10641,0,1.0
2020,14885,-1,442,0,1.0
2020,14485,-1,843,0,1.0
2019,11995,-1,11369,0,1.0
2020,13685,-1,1551,0,1.0
2020,16290,-1,100,0,1.0
2019,12699,-1,13403,0,1.0
2019,12699,-1,13583,0,1.0
2019,12699,-1,13609,0,1.0
2019,12699,-1,12661,0,1.0
2014,8750,-1,39500,0,1.2
2018,12750,-1,14150,0,1.0
2020,20000,0,10,0,1.0
2019,20485,0,3271,0,2.0
2017,9445,-1,31342,0,1.0
2020,15985,0,362,0,1.0
2016,8750,-1,36857,0,1.2
2017,9750,-1,27938,0,1.0
2017,14995,-1,12232,0,1.8
2017,11500,-1,6336,0,1.2
2017,11099,0,29833,0,1.2
2017,10499,-1,27401,0,1.0
2017,9750,-1,46570,0,1.2
2017,10299,-1,17406,0,1.2
2017,10348,-1,20735,0,1.2
2017,7899,-1,37217,0,1.0
2018,12498,-1,4882,0,1.0
2018,12500,0,25000,0,1.0
2013,8500,0,26250,0,1.4
2013,6381,-1,47554,0,1.2
2017,10899,-1,17774,0,1.0
2017,9999,-1,18107,0,1.0
2018,12995,-1,19789,0,1.0
2017,12410,0,17016,0,1.2
2017,10399,-1,13500,0,1.0
2017,9499,-1,24998,0,1.0
2016,11999,-1,45565,0,1.8
2016,9990,-1,20665,0,1.2
